from,number_of_transactions,standard_deviation,period,number_of_blocks,value
0x98E24736A3aC2aaBBaF5f112F660db39F56d0BC4,198,1.688881270130715,1.8289473684210527,76,1.01e+20
0x993Eaa2Cf70B277bee5B107538367BE328156ADD,155,0.710022697809696,1.3636363636363635,22,1.01e+20
0x99582d6B324D52687775711f19Ce48F173569C58,104,1.7183541604669135,1.7826086956521738,23,1.01e+20
0x99651BB4780a5A4130DF94A4A1bB269F8bc59E89,368,1.5927328067142885,1.6626506024096386,83,1.01e+20
0x9A2Fea0Bfec4cc2AD9bAc3F24adCfaF426045c42,139,1.9403074239429905,2.3461538461538463,26,1.01e+20
0x9C624a8a3F61e4D22164A28A86B9b8EDdfBb23FA,119,0.8039900496896712,1.44,25,1.01e+20
0x9CBf0185fd58Cb4D9478642af9229A6A68EF42f6,155,0.8080527492322753,1.2962962962962963,27,1.01e+20
0x9Ce1795FC4EC8402c34b46ECa5652f1FD8eD3063,20,2.369005775774084,3.4210526315789473,19,0
0x9D6EdB62CDCf08E7AD796abf00D9E2825FF09972,169,1.6560139707949761,2.3157894736842106,19,1.01e+20
0x9E1484B969A146B306eBDC0057c0A625cD85Db33,141,1.4456800535607954,2.0303030303030303,33,1.01e+20
0x9E6d9eCD46B5010D73bdD71002B5A2b5dD694d66,32,2.4365754375405224,3.3703703703703702,27,2.0431547860960546e+20
0x9F1F862B66973E3ACAA5F9C3783995c6406bc54A,49,1.5883095645141954,2.5,22,1.001e+21
0x9F3909225c6064a7afd12AB7e6C9592a173b12E6,45,1.4825467395822536,3.186046511627907,43,6.68743e+20
0x9F81D2a7B3C665d70Ddb1E0Da596DfB27050B629,251,2.5450950179745804,2.411764705882353,34,1.01e+20
0x9afFb46E8F4e0c85387A92EC784B7D97E816942F,61,2.601999097915977,3.3541666666666665,48,5.2586554719777776e+19
0x9c45b03316E7682d1A30Fbc66D7F7DD6928a1bAF,171,1.4013275209106821,1.5238095238095237,21,1.51e+20
0x9c6885be46B04B7De062eB3E9eE27B6c75b25155,21,2.290742237791062,5.45,20,1.93e+20
0x9d9BcDd249E439AAaB545F59a33812E39A8e3072,62,2.3713328666876703,4.180327868852459,61,0
0x9dD888762f5ed1Cdd8944E6c7A7b1A455B215449,242,2.1999411467163665,2.1494252873563218,87,5.1e+19
0x9dFEfceC3bf18cc407347E0BF93c2d350077D759,234,1.44,1.92,25,1.01e+20
0x9e9aD2d1782165BC68686D565e1b227205587A98,115,1.5329709716755893,1.5,20,1.01e+20
0x9f4036e056Ef4E3F9F2B3BB6074aA530C988172a,636,2.389603363185562,3.266544117647059,544,0
0x9f577182be0BcD52F1d13814efFe672801a5B1BD,211,0.8654614015078893,1.53125,32,1.01e+20
0x9fac93eEfd220dc9851FEf980EdB87838f106f03,61,2.7235271248878723,3.32,50,6.209778935260103e+19
0x9fb5E6a7f6D2E51A44c6Edae7927F8F0C678B291,219,2.384302405145722,3.1714285714285713,35,1.01e+20
0x9fbA15a17CD3ff6fD373A0a261D4b83477FD5E37,69,1.786057109949175,2.9,20,1.0010000000000001e+21
0xA074bB924291731274845eE15fAcf0A7Ca9B730E,257,1.260952021291849,1.9,40,1.01e+20
0xA13791F81F33b0511A6C5A9B93CddF1B8F1AF7b8,65,1.7904409150709526,2.289473684210526,38,1.342e+21
0xA157e194E9E3042d0666566Ef9754492Bf76Efdf,258,1.2419875527900608,1.608695652173913,23,1.01e+20
0xA1A24162Fa10cE5c6143008f8E2CA3044B0B19C4,52,1.7805389936857239,4.921568627450981,51,4.3575e+20
0xA258b85dFA9c005F7a7EaF1b3C5BA80aEE42696E,214,0.48968961431436026,1.2142857142857142,28,1.51e+20
0xA382a09Bb5b4677fCa9fda050965F08959FD8492,93,2.5827040308179576,2.473684210526316,19,1.01e+20
0xA3E6487e58184f1F5036C69e1583753F9Bf36522,90,1.243985530462473,1.95,40,1.01e+20
0xA4380C24C0B712086e1fB8bb8Ac9553eFdec0401,125,1.224744871391589,1.5,24,1.01e+20
0xA482e6c55368998Cc44703FCc88CfD3EFFA05394,126,1.1356055653262713,1.52,25,1.01e+20
0xA5a9Fd567054939cfa35c2Df3cFBf9F86FfD3027,128,2.1105794120443453,2,22,1.01e+20
0xA67e7cE4804f22b790e228bbDb3c1c5A3FeE39df,189,1.8534082650692367,1.7301587301587302,63,1.01e+20
0xA6A2452a1E84a2F4bEbBE80B1457eCbe8fE9E9fD,159,2.583719322281772,2.0294117647058822,68,1.01e+20
0xA703C37476163b5B4dE3e5f5791fd80973AF4492,172,1.1268723396380222,1.3333333333333333,21,1.01e+20
0xA706b8B7c0012081Dd193c923344f988Dc2dE46f,277,1.4220486005134358,1.6666666666666667,30,1.01e+20
0xA7a65bE3cCa434b2701E061ec383F1b3A619031c,203,0.4330127018922193,1.25,20,1.51e+20
0xA8556766d1ffEab49e514FBAb0F195f5eE51a40C,98,1.380172144564793,1.5172413793103448,29,1.01e+20
0xA8F72E52E80827Cb18bAb1bEC9eBeEc50F445aeD,26,2.23172789969623,3.4210526315789473,19,1.01e+20
0xA9530766C97037705B89fe862a5de27c637cc486,141,2.7823545062841033,2.857142857142857,21,1.1844e+18
0xAB27197414fED952e4177580ca93775a41E40710,297,1.4231125525428052,1.5056179775280898,89,1.01e+20
0xABA9e91B72a6dB4d5b61FE8e133bdc32061F544d,108,1.6033077013389676,2.204081632653061,49,5.1e+19
0xACba9ecab00cBCc7A657E8e4DB393ad26FFd8555,238,0.7592027982620249,1.4166666666666667,24,1.01e+20
0xAF4ac6Dd738D752dfA4B2C5AceE0cf7f49F4200C,165,1.3905099803813583,1.4736842105263157,19,1.01e+20
0xAc2D9b50b51B42A9C88c99b70bcEfA67A2D7AdFa,96,2.5171019981589544,2.4444444444444446,45,1.01e+20
0xAdfAaAb74Cc26AC8BA5ffB55a3eE27B0DA579204,142,0.7759356446042893,1.5294117647058822,34,1.01e+20
0xAed4fC9C2ed144C6D696da2Ab87186Af264101B4,152,1.0823909866281611,1.7454545454545454,55,1.01e+20
0xAfe808B5AC0aafD059eB0eE2b753758C38eb36C3,233,0.7921489758877429,1.65,20,1.01e+20
0xB1D33D0daD5d78Bfe879aA2F8A2BA6864f534989,106,1.374772708486752,2.1,20,1.01e+20
0xB38Cd76576F302877c2FB1a6a9Da357e20af1e0B,163,1.9720682681991184,1.7307692307692308,26,1.01e+20
0xB41081Ba45bCFD35bb320B433C4D34223e7fF48B,36,1.6674151964942625,2.96875,32,0
0xB46e94bae86D215ce7D758db68e49B918bEea99A,94,0.8650224788344456,1.5416666666666667,24,1.01e+20
0xB6096CD75Dd2AD17fd99Dfc1852A1162bA5f225C,177,2.1164077784272313,2.2972972972972974,37,1.01e+20
0xB670eF69FfeB9BF7dbAb212b1C1f58bFb32D0224,108,1.5297058540778357,1.6,20,1.51e+20
0xB67A707dA89b7D4275b841fE0258cDD0e54d1ADf,133,0.6738557951469003,1.2142857142857142,28,2.134607728e+18
0xB6dA8c049f74c39bA86784e7cEE06C579685D62b,161,0.9991315673568165,1.5416666666666667,24,1.01e+20
0xB73ff1510EB8523C702be24d7f1CB11e05915236,178,1.5034586165353367,1.9473684210526316,19,1.01e+20
0xB74b123F3995Ff34aC95419b3E190Fa03E974F2C,72,2.1822916153014185,2.6818181818181817,22,1.01e+20
0xB82313785cf04BbB52E35b87914Dc24342e1e8b2,44,0.9712418121129114,1.7619047619047619,21,3.4323255252686246e+19
0xB8D65fc30E3C9077715fC67C41F19B1C04866E38,92,1.1506953215302864,1.7894736842105263,19,1.01e+20
0xBAb8490D6D8D31c8eF149C1C90df259c3a7941bB,289,0.5319696323576119,1.2736842105263158,95,7.871022369943994e+16
0xBB6F1c1BcC73C8Db23E4Ad586e3de282EACe8732,168,1.6806752176269981,2.152173913043478,46,5.1e+19
0xBBb01aCD58701d87BAcE6770151Ab583590dBb26,135,2.0223748416156684,1.9,20,1.01e+20
0xBF9779E807061848411f189bEC8220Fa3A598f32,160,1.1570838237598051,1.5454545454545454,22,1.01e+20
0xBFC6C48039CeB0eA7910feD3f7C872Edf62a7D00,94,2.8080519146831238,4.1466666666666665,75,1.258124e+16
0xBa94C088173231717E17b1EF4675924c934d984E,310,1.1056219968868204,1.76,25,7.6e+19
0xBaD1f913e16c142638CFdbd89Bd21f3e39FA90BF,189,0.46656947481584343,1.1428571428571428,21,1.01e+20
0xBd5bd61A03849E2Eff66844a55E4AaF8857b6c30,149,1.7770466332772772,2,19,1.01e+20
0xC0aff010aa50CC14c7939774618218753cC1c302,35,2.8543825952384165,4.95,20,1.001e+21
0xC20953Fc42ad0D5EeFA3cC36D04c5f343F32F908,36,2.9615384615384617,2.8076923076923075,26,9.207840960074434e+19
0xC250f959D3e27001facce2c1fF83694B03a3A151,186,1.9107050140703696,1.6666666666666667,21,1.01e+20
0xC2712bf033cEF0D78Ec862E76a75580292c78498,62,0.8272303300191499,1.5217391304347827,23,1.01e+20
0xC283418F583208506e84eB0C4e068B67a970F630,149,2.8798148088606905,4.2,135,0
0xC2D63bADb5B87628fc991ECEeaC73899bD3c6665,290,0.9639547729448539,1.5609756097560976,82,1.0099999999999998e+20
0xC394Dbb6a831B1e5D9A2E1dce5261d5F3b5965d6,234,2.3759354830723667,2.358490566037736,106,1.01e+20
0xC3CDE84e23912fD0F722A355b2b836e78E5D18Eb,22,2.5723102544894294,4.0476190476190474,21,1.0265066967e+20
0xC3c7F37e13C831A2aBeD397aAcE36e8EDe7db88e,44,2.869962785565789,3.3846153846153846,26,1.001e+21
0xC433f6cE991f460a94003ff31F370CC1Fea8AcF3,95,1.4696938456699067,2.2,20,1.01e+20
0xC55Aa85ba6734128D90d55778F7f09323Fc941b8,150,1.6629588385661962,2.111111111111111,27,1.01e+20
0xC56D4Af58601c9322B2b71A9FdDF6950a3225Ed8,262,1.0088061787814122,1.5806451612903225,31,1.01e+20
0xC5721E0BF75De32A3CBf180fb9BF14C83833b4AB,100,1.79990817029303,2.1818181818181817,22,1.01e+20
0xC605422eEa626f59ef22adFc4A53A31Bd2248071,111,0.8187552203212655,1.5263157894736843,19,1.01e+20
0xC667d9B8908C94d2F412b66dC1f47923c61aA588,83,0.9717071966559978,1.6818181818181819,22,1.01e+20
0xC7Be927dBFeD4ADd3f4fc254cF754d659026E831,122,2.068004833391282,1.7619047619047619,21,1.01e+20
0xC97709275Eb1ED4273445C2D1F4FdBF0067078db,36,2.421558501922118,2.5714285714285716,21,0
0xC993AEa65153Ce7CEAd8227775aE3ff839B773Bb,348,1.448404732670196,1.8421052631578947,57,5.1e+19
0xC9D08bcA6f8ea5E952D310746bD89C7c3436c49e,213,1.5988997406027075,1.8275862068965518,29,1.01e+20
0xC9ffBB9Fdd258f7389eee4DE7682fe2112436e3f,134,1.6084482037487753,1.9259259259259258,27,7.6e+19
0xCBa760594A869BC248B36C037c055eeF617b1A5d,253,1.5602848742742106,1.7866666666666666,75,1.01e+20
0xCCCc5c24368CbD90e4626582c7fa8F694F890169,84,1.4630753805464014,1.9523809523809523,21,1.01e+20
0xCCdF372200940C6f4AC7CA3d16288A805E6f3c8c,330,1.8650096164806276,2,23,1.01e+20
0xCD75Ca933043D80B8998E2f6902B8DD88eD85E82,2289,0.9998460946508777,1.3508771929824561,171,0
0xCD9981bd3b910e8FA5493b1834290c4690073Cf8,1646,2.6210136571408236,1.453781512605042,119,0
0xCa243a44b11decd616F2711BEF88eFd753D11Bf1,47,2.328543864294363,2.5172413793103448,29,1.01e+20
0xCd4A6116b6e6F5BAA1C8A13ec6A61CA07e0C4F40,160,2.5455559585425585,2.3404255319148937,47,1.527125760214399e+19
0xCdC4FE38fc47B26a49EB6ee9f0f1897180c06E54,78,1.84,2.12,25,1.01e+20
0xCf42e6E159848394b4E84A3a90a4B2a385524731,185,2.3624804285983414,2.0892857142857144,56,1.90963650401835e+19
0xCf4CeaFf86A396Dbde1a418DDC57B25C32F70828,105,0.738886568268889,1.4814814814814814,27,1.01e+20
0xD1c81c1ED49eA4c376935caC124e66783bDb009d,130,0.3,1.1,20,1.01e+20
0xD25c7406C225AD2E067c035D629C5bd3aa13ef09,142,0.4259177099999599,1.2380952380952381,21,1.01e+20
0xD42FA2f1c244020Ece3107C1fEb61f610A6CdC7C,208,2.440008343335218,2.1746031746031744,63,1.01e+20
0xD4C31fE6aAF09AeeAdAe7af951d4E958b8fCD10B,49,1.8511210942441219,3.7708333333333335,48,0
0xD77A9a514212A8d773eC4B0b32ABAdc959C673af,24,2.2069771859536127,4.285714285714286,21,5.546954540410707e+16
0xD7caf7A27C51527240912eB8a7b06EDd05B8A810,1705,0.392676726249301,1.1904761904761905,21,2.001e+21
0xD7f0B0Bd4a1F4FDa8B014Ea7Db96Eb83706c3044,212,0.8804248570968921,1.3846153846153846,26,1.01e+20
0xD7fb9eF2FF54776FfE08edd2D2CB80B9d055de6e,175,2.6180463454008347,2.5833333333333335,36,1.01e+20
0xD8cB0c12b1D209507c64aC0b448a02497CA7C705,35833,2.1420537259813486,2.8163992869875223,1122,4.101601429324518e+19
0xD8cdEF152368DE526F8DAb30CA69573B66385A73,122,1.6591667990651757,2.0952380952380953,21,1.01e+20
0xD92d57b4b89DFfb6f008D533617cF0Eb0288d565,169,0.9264032935940224,1.5217391304347827,23,1.01e+20
0xD95D61f0803847BC6565B14b34212BFed37aeaD5,32,2.730459709631608,4.310344827586207,29,8.581380245e+18
0xD9bBdca410beDc1dC1A15556F6Fbd0b41D88D540,182,0.823189287810847,1.6296296296296295,27,1.01e+20
0xDAFCAb3F6b64c9c58955b70C1a4D931f379878f5,166,2.2587697572631282,2.4285714285714284,21,1.01e+20
0xDBBac8960d99E3fEac2dBc0b9084E1de50B7F5f2,286,2.195392937203042,2.097560975609756,41,1.01e+20
0xDD21F955F82B084Ed7d910a634a6A061938f3dcF,417,0.48808518397345807,1.1578947368421053,19,1.51e+20
0xDDCA38f2a3Dc273846DF68e3652BBD2295c5c6bE,61,1.139994200362223,2.1363636363636362,22,1.001e+21
0xDDfa8fc7A4995FED2e3B162eA0E01d67Fcd367D7,94,0.8247860988423225,1.7142857142857142,21,1.01e+20
0xDE8fC2B33b62281fd9EbC063b73c01442b38c63B,329,1.7236155847858297,2.1707317073170733,41,1.01e+20
0xDFA3806a12C7b22699456b6DbA9CB23515029739,585,1.5868727643173932,1.440217391304348,184,3.53586023938607e+19
0xDa4b211a556a47706EFd2542d4c58A8E05d22EBe,5118,0,1,26,5.118e+13
0xDfb4e5aBb74eedec71533C0c9fbe3e0e76AED1d3,66,1.6703085210689539,1.9583333333333333,24,2.967744204027998e+20
0xE06463796728f362C65F5a672a94c131E32d9fAE,207,0.4190702026042222,1.2272727272727273,22,5.01e+20
0xE1E945E8fF004956fefEc3C6a1D3A22409B02BcF,200,0.8782178207271373,1.4782608695652173,23,1.01e+20
0xE223b10eF226Bfa2EE1ab89477937a8839968DCF,139,0.7284313590846836,1.4285714285714286,21,1.01e+20
0xE256E017BeE1E48A8dbA7c7236c68871e6289006,97,2.3801114586412875,2.5416666666666665,24,1.01e+20
0xE28eD945fE1f9957eF54C684343fE48ab814bb33,36,2.814249455894058,4.2,25,3.024e+17
0xE317E689C1C69894ed5B6B0bA17777537062fE57,78,1.5684387141358123,1.8,20,1.51e+20
0xE4605203aDC61E3d15b6316f334F072b39E1d9e4,120,1.6408902387494626,1.7894736842105263,19,1.001e+21
0xE4cc0bAC790BBCb963f9725bd434b9f312000a37,53,2.2242976419535223,1.95,20,2.01e+20
0xE6E9D658Ebb531d4512F2cb94e9Cd482F7F16c0e,62,1.9259330082231305,3.278688524590164,61,0
0xE701C7DaeF35B212ac312Ae329F6C8eCc60c61Cc,94,1.5577524828367098,1.6842105263157894,19,1.51e+20
0xE8427e3ecFC20793F6DA3D250Fe677E0b460A394,28,2.3471080767044237,4.481481481481482,27,0
0xE89ceF0f195e790a0fE0a344D23E8B8BAD96C0FA,183,1.4126436670928428,1.6538461538461537,26,1.01e+20
0xE8Ad2347E1DC6f19E04d022F946724Fe238EDfb1,81,1.922571452959691,2.409090909090909,22,1.01e+20
0xEA91B8dEBC825dEBC75cEC2645654aCC770Efb30,171,0.9340497736158586,1.6428571428571428,28,1.01e+20
0xEC98Fe45fbd6D6C810dE854419e77c53785Efb8b,152,0.8321783316232577,1.7894736842105263,19,1.01e+20
0xEF625F272E14DE321Db71181cDb2d9492a878573,170,1.1521718621802912,1.35,20,5.01e+20
0xEaF64AC118e5cc975360f0719B614Fb697E09796,3364,1.6828629665628838,1.7316341829085458,667,0
0xEbF2e61e1cc49Fa9Fb160a19FE9c3bcE2613624f,142,0.929659038560826,1.631578947368421,19,1.01e+20
0xEc4E7261d89b5fb095Fab7c34E61B4338C9C2270,116,2.649599361820999,2.1372549019607843,51,1.01e+20
0xEd5e0E98D99650AB58aD5C623e95A510F2E474C1,63,2.237309892606645,2.8333333333333335,30,1.01e+20
0xEd68a7639E265F6dC55810C37B306A803ddf38e4,146,1.7963404541993269,2.0350877192982457,57,1.128255419346411e+19
0xEdA23B440A6F6ad164d87A879b545E701BbA5fAD,254,2.081004207683563,2.1818181818181817,77,1.01e+20
0xEdA9A0B7F90edC973c3d4704286b917c4E092E7E,97,1.1445523142259597,1.7,20,1.01e+20
0xEe07993930b4845A3C04Bc30946De93e69a06C9b,39,1.1040093138633176,1.7894736842105263,19,3.001e+21
0xEf69be316768632746c02145dA136401a00da412,25,2.827090122958062,4.913043478260869,23,0
0xF09E184074A82873559f59e49dC80F378403961b,135,1.9971624483227568,2.5217391304347827,23,2.001e+21
0xF2A48ce309090593d192A32f4aA179bD529bd58D,232,0.6209937763950304,1.6956521739130435,23,0
0xF2c0ed4DcbE29554f31AF97da97264A356451Bbc,158,1.6372322072837158,1.565217391304348,23,1.01e+20
0xF39168BaabB2Cd1969641F988441A712D9E5F2cb,187,2.6751565533691695,2.2857142857142856,21,1.01e+20
0xF3F89CCE898b59B222cc2d74688f3eD86C31021f,153,0.531581484978049,1.2962962962962963,27,1.01e+20
0xF45349Ea68CDB2ca09301Fcc7cbeB73FeD97B232,137,1.0065945132861065,1.826086956521739,23,1.0100000000000002e+20
0xF79A700C1ed3Ce0BB64a0796fB4150ce76E64419,198,0.9294650748918902,1.5384615384615385,26,5.1e+19
0xF7a0A59Fe1Ddb38CB9b2159a6C407318d1D8710B,2629,1.7660692497419226,1.4048780487804877,205,4.035758782683208e+21
0xF7d68884eB6F14FD3f52934C84b4CBD5B1AaDce0,63,2.8886732045030894,4.451612903225806,62,0
0xF9EdC56e85F93e58209A21f40f1D16238a7E61d0,211,2.6678991234809364,2.1025641025641026,39,1.01e+20
0xFC00674D5a005c857f479C404E48f1Ba2eE98C45,263,0.5378254348272379,1.2727272727272727,22,1.51e+20
0xFD88e6A33ED500f3B2B8219480D532a0Bcba2aD6,33,2.9816103031751147,2.9,20,1.001e+21
0xFF0547e7f46f8522A7689E76c5cC0E3bFeE9Fd86,178,1.212878551284212,1.7272727272727273,22,1.01e+20
0xFcd29517e5d9b0c156bA590A95Ac9CcC08874681,30,2.987687398714692,3.1739130434782608,23,2.0143373311804682e+21
0xFf675E9EFA4F35C75FA98404a47ECcF47cB0A2A7,49,2.327280094635987,4.854166666666667,48,0
0xa0df317dcFa4bf35beE90BA0E6314b32434090d1,344,1.0535907837295209,1.6341463414634145,41,7.6e+19
0xa266364eC4dd1Bff3f01C794273560A4a1DFce7a,250,0.806225774829855,1.5,30,1.01e+20
0xa27F300405435B4bC8e63217840dbc45d05839C1,22,0.933138949631687,3.2857142857142856,21,0
0xa2ccd8ed084b09A6b03f204257feEA16B022eb53,169,1.3143439428094914,1.65,20,1.01e+20
0xa33ba47030f28890e82Ee025e1F8432c7Fbb1bE8,456,0.6753301527157877,1.528735632183908,87,0
0xa3898A05F6Ac3aa1A0F809a183Dd708F3d2c8A76,94,1.3601470508735443,1.5,20,1.01e+20
0xa44604A6D94B282a7Feb844c8b281d106011a7A3,78,2.180397264583901,1.8636363636363635,22,1.01e+20
0xa47BF6f09668c139EDBfD0714E1b869F6452b3bC,439,0.8167569018592337,1.6071428571428572,28,1.01e+20
0xa5402c7246Be82E9CF3FAa0A653C3065C63f9Fc4,73,1.0720720005163438,1.7391304347826086,23,1.01e+20
0xa6BA68321635662c99bdc848b55a63BA045b5Ac6,155,1.5581298389548037,2.4363636363636365,55,1.182610702e+18
0xa7377d75b85C070bcEf66f53F4c74Aa0075924cB,169,1.4155187897504777,1.5263157894736843,57,1.0100000000000002e+20
0xa767342F6227d6A3CD65A479D9565bFe3b8CF603,102,1.5754346891679754,1.7894736842105263,19,1.01e+20
0xa7924e2D4229D70F993e26F6d80722C2AEFA3196,897,1.7241827404451593,1.9928571428571429,700,0
0xa7a84a60F0B98AE161BF356946d8E4dDc3B9c5BC,104,2.5023689431604503,3.9012345679012346,81,2e+07
0xa7f3D1396Ae0b707fd4C2487A81B22eFaEEb53b0,172,1.2469430020339325,1.7424242424242424,66,1.01e+20
0xa9b3C65dA443682292f34e56CE3F1a5a14eD3dfD,148,0.8391761924983436,1.543859649122807,57,1.0520894757564756e+19
0xaA2d0A774e56A24D3Eb6fAAeb962e248B14E6DF4,128,0.9499970163457144,1.380952380952381,21,1.51e+20
0xaAE9Df016092CEFdE18f3918a9a73AD8fe0Eb1A0,5388,0.807010786485215,1.4325919201089423,2203,1.8343507872772948e+20
0xaB7A728Bbf501A29A00389197ed87eAE0496C1F7,101,1.1499191491521379,1.6363636363636365,22,1.01e+20
0xaD9576e51222423742316f7222721268E7C9d3EE,47,2.178431116693276,2.8461538461538463,26,7.393895704543864e+19
0xaE3182Ab2e21E005f39C0e6b4c0E3a08c1aFD5Bf,34,2.322130540997449,3.8095238095238093,21,1.01e+20
0xaF252Fb8a4d088Da2B55e01B240c9260cb61bA3B,554,1.0241527663824812,1.5333333333333334,30,5.01e+20
0xaa4995d3ac0D82d882E990BbF7542b2280C7454a,211,2.5874909200200618,2.5806451612903225,31,1.01e+20
0xaa49B26CbEA4A2779809a08933800b67A1aab50a,172,1.4164192516193643,2.161290322580645,31,1.01e+20
0xac557E0B38eb2b5B6bD691497F70a5698f6503a9,62,2.3746344747958346,2.3333333333333335,24,1.01e+20
0xad4a1cf24d1Cbc0Edc89373cc5e45B9570A6D49a,72,1.482700239428051,2.04,25,1.01e+20
0xad96d59d81da9647237eC0Ecdb016B3b11b198C6,195,1.713427253283272,1.9506172839506173,81,8.594044480528187e+20
0xadFB30B8B5C89c488dAE9abd01f57d6C0Ea68E80,201,1.4968932636983538,1.5964912280701755,57,1.01e+20
0xafa361A468C8fD99D193174576100C475820eE12,282,1.2649110640673518,1.8,25,1.01e+20
0xb09787B82EaD5fBa8c047e692EC336CE3FA74800,279,0.42591770999996,1.0952380952380953,21,1.51e+20
0xb1582B3fC1D00e4d68D2480a48809feAa8fE518E,252,2.292110881002341,3.074074074074074,27,5.1e+19
0xb1eDd18A5c1DC05f4304083e167A6278F209b1A1,81,0.9042722672587794,1.625,24,2.01e+20
0xb2A1C910b8614BcA02A6D2c69D339b0795eFe7F5,138,0.5560320113384984,1.1923076923076923,26,1.01e+20
0xb3A592C446b6c5a328aefC1dd1f7f638f2BD8ceD,131,0.9746794344808963,1.5,20,1.01e+20
0xb4FCD5a74F880853a59fa6bd36D5d8e227563d18,161,2.0034439650571287,2.0483870967741935,62,1.01e+20
0xb503bC76C0B4Afecc7594A73f778EAD1bf2402D4,126,1.4528603938781328,1.6842105263157894,19,1.01e+20
0xb53C0BA2d22D828dA7ae9dC887C8F36D81BC9f90,27,2.610809554642438,3.5714285714285716,21,6.500535687441e+16
0xb5BBe257296d08F40eEB2c93e130f714941FDf47,61,2.0424483270525395,3.306122448979592,49,5.1857099279915065e+19
0xb760a496b5B3Ea92C9a763c1C85f3Ef466C5EeBE,165,1.393810723639811,1.875,24,1.01e+20
0xb80202311a5437649FDAf5cA5429DB86fBd0D7B1,134,1.0984521938720058,1.9583333333333333,24,1.01e+20
0xb822911Ec82ADFB9591e30Dc8173Cc3449dA4931,28,2.606412943060264,3.5454545454545454,22,6.770535687441e+16
0xb8A289cBB69D7d3A725ce9F73124a9ADA2A9ebF1,35,2.063507818286384,5,31,0
0xb8edf8759b648C7Dd1e71F030c1dD78995020A16,126,1.0440140793705204,1.7058823529411764,34,1.01e+20
0xb9B69C70c31669fFDAB7d82dB6f474a81A83be1f,123,0.36464227527765836,1.1578947368421053,19,1.01e+20
0xbA3CA0dF8df13dc6DDA152b0102cce364AdA76c2,139,2.4896479886598457,2.272727272727273,22,1.01e+20
0xbA8a2b17B8950339adDbC4f24Dba5De793E96e28,178,0.3,1.1,20,1.01e+20
0xbB7Ad13b3e0aCdA76D9bdB46e689Ca1Fd1a34385,225,2.8162602046086644,1.935483870967742,62,2.5547213039473107e+19
0xbD42E065f63C3A79B0De9B59b6a9aE62e17dDA58,822,0.3570714214271425,1.15,20,0
0xbF06d19d32F09Af36C817E81b5d3C76D3918d4E6,406,1.0173798348675196,1.6222222222222222,45,1.01e+20
0xbaa0B83775884cFab8F43A4289EcD786188056E1,161,1.5382734216214662,1.6129032258064515,31,1.01e+20
0xbcBF33c511c4759A1451EC4aA8CDab5e6Eea7c6a,139,0.7399324293474371,1.45,20,1.01e+20
0xbe418d02790B8706152b20733eEcc7836125e7e1,34,1.750885490259143,2.88,25,1.0010000000000001e+21
0xbe9ABA9871Aec191E31730F38084dF58a63ffdaf,340,0.28747978728803447,1.0909090909090908,22,1e+21
0xbeEF67283617ae2D50c98414FF89795E3CbB8A0c,79,1.864784360170067,3.63768115942029,69,6.32e+15
0xc1993011990CF8c61014480c3f372388d3BA6716,460,1.3809468648296845,1.6229508196721312,61,1.01e+20
0xc2fE4C448ba5f39427f4F3Cc97e4dc991773fE99,149,1.1306916683313888,1.5925925925925926,27,1.01e+20
0xc397850eA949C19e73Da1526f235180B1164bB49,29,2.294625486315573,5.142857142857143,28,5.6e+18
0xc4e46196442A5Cb7071686D72cA0C0E343263800,157,1.049781318335648,1.5714285714285714,28,1.01e+20
0xc506642bD19b32416BcB9cD39463dFdfF8e80888,143,2.8728571368142246,1.9130434782608696,23,1.01e+20
0xc50b066A0309888afB44D75cBe7D1d366b8145f4,76,1.2905464749793525,2.8142857142857145,70,1.9e+16
0xc550Fe0957C84F76feAB50a28966B9813F07d4D4,196,2.553276062540789,2.130434782608696,69,1.01e+20
0xc57b2AD31B58c5a182aFdE8995e2589A5cE00153,337,1.4866068747318506,2.3,20,4.428911029525085e+16
0xc62a264EDc11B6da5D423A15445862edb72fDf15,55,2.7117902257316477,3.3823529411764706,34,1.01e+20
0xc78896944b5D51E24e1169eA52b6A1997D656ba5,436,1.4382583584405628,1.9259259259259258,27,7.864655629525085e+16
0xc87eBD48Da26EB063e70e9F7c4db4CA2C8C2c9d8,186,2.2795192445361936,2.0847457627118646,59,1.01e+20
0xc8aC191c550c91464F2C2D3743794d1ea695c3fe,40,1.723081038274988,2.409090909090909,22,5.71565729e+18
0xc91289bCe2C6348b88a87134156c499000f334bE,315,1.8540496217739157,1.75,24,1.25e+20
0xc9c19fEe871162aeDc032850767DBc55271a8491,227,1.8801520269947523,2.1739130434782608,23,1.01e+20
0xcA3cE4eb94B721ED6c53F7897BAb0E71b57351e1,84,2.073060021965423,2.235294117647059,34,1.01e+20
0xcAFffD8b3546D9E8B7dCdc14932775A4352Bd191,45,2.7799084798717,1.7142857142857142,21,3.0677360003747656e+18
0xcF4e4E63bA818a6Ebf00d9631F8D45c1f21a3be9,111,2.0150326679608064,2.2962962962962963,27,1.01e+20
0xcd90d4b989541E1dA33A0Fb800Cb52D45B470555,115,1.0476640682967036,1.68,25,1.01e+20
0xcdb6c37685C1aA4D0013E1b9aCA255b5D338CF54,105,1.9849433241279208,2.4,40,1.01e+20
