from,number_of_transactions,standard_deviation,period,number_of_blocks,value
0x4f9820b6C1fbc850191D49aF70e1783c8b4df29b,78,0.6781104593013224,1.4736842105263157,19,1.01e+20
0x4faC271C3617201B2c2FBdE250a1d9cB1F591BF3,95,1.8807418968706546,1.9090909090909092,22,1.01e+20
0x50482BeAb2daD8748302b114EBc6C9666C89C7e1,148,0.714142842854285,1.3,20,1.01e+20
0x509f89A9F9435bD74cF59c42AcfC70ebE73Cb54B,59,2.4654116994217072,2.973684210526316,38,1.01e+20
0x50a781c8F3ea61bF4bBf0733b4D8B72bed4Fd202,218,1.771690968789108,2.1666666666666665,30,1.01e+20
0x50c559c8FF325404f80500dF083Cdd4fa52F2341,190,1.7735297170363036,2.4225352112676055,71,1.01e+20
0x50f0557Ae11D55829949bf7AF8cD9F69b80a56Eb,37,0.8498365855987975,2.3333333333333335,36,0
0x5148923818D9198E2DdA64cB157ED95604de1F49,87,1.8109172905650848,2.282051282051282,39,5.1e+19
0x51D4434E4C5cA05cCA43002929176FB6A0D53A67,163,0.2712931993250107,1.08,25,1.0100000000000002e+20
0x52744a634d478B2d8AFDEA7E29dC8603e368876c,101,1.1605769149479943,1.7142857142857142,28,1.01e+20
0x52Aa60C372C164FD0A4F95176F9Fb8D4fCd77115,25,2.516266524480708,3.5416666666666665,24,0
0x53297DAf15118Ac58C9F04246CC2920c957F6Ce4,149,1.8,1.8,50,1.01e+20
0x534068360F57A963B11d9431e7839548bd47a96d,851,2.3763048463433174,2.167487684729064,406,0
0x5346E8769cE02BB0F4bE3adC3D1AEc79C4037681,136,1.8976585660336784,2.3684210526315788,19,1.01e+20
0x53C8B1545E81e90fab657A9A8515d68781B67395,124,1.3453624047073711,1.7,20,1.51e+20
0x5421c3A16b55833C09F8048E4E00F9ec87a6dEe9,210,1.61245154965971,2,20,1.01e+20
0x5428dccE1c40135f4B35A53F1948D5870e16e266,23,0.6695872664843745,3.227272727272727,22,0
0x54C25F50D3D35B91F5444E0671e213396ECE45e3,45,1.6050939320215016,2.2285714285714286,35,5.33773626e+18
0x54Cf2Eb4d3C28Cd3aFd54C00981756b4C93Df359,69,2.2268088570756164,2.3636363636363638,22,1.01e+20
0x55158F0e92C8fB7bBAF6D50A3a1EAa4ACEe180D5,73,1.9695210279829618,2.0172413793103448,58,1.007279e+21
0x5535c47E500154607650bF1679f99A500FfCac2d,33,1.7036708399998397,2.619047619047619,21,1.001e+21
0x55B1028ed5050E6E651D47e26906339c34Bafa3F,130,1.7457090250096092,1.55,20,1.01e+20
0x55F8203213cddf37521f4c40a95a59dE17853641,256,1.015940995265037,1.5217391304347827,23,1.51e+20
0x563e6943eC33A3C0a28B244A8d4f4ee1Ba3652F9,156,1.3653188274022798,1.7878787878787878,33,1.01e+20
0x56b50eA10f17206e79887685ecaeCD1182A3933b,180,0.2836367870880281,1.088235294117647,34,3.779998914865518e+20
0x57620DaB7a7174Cc868ace3BE15EA30C60e36A45,143,0.6236095644623235,1.3333333333333333,24,1.01e+20
0x5767B51e5602dB873dc88C3284F5935202663a7f,191,0.6314747267931728,1.3181818181818181,22,1.01e+20
0x581735BEa40F2e326A881F451774d64e75ca0105,165,0.6740130776245103,1.4210526315789473,19,1.01e+20
0x58521aF13460102858c2f3Aa643A4741040b9BE3,180,0.43588989435406733,1.1,20,1.01e+20
0x5859Fe3705248E8c62D7fC6d5C829Fd337bE753d,107,1.359276695928638,1.8076923076923077,26,1.01e+20
0x58857e8459CEB42D538d4cb032d8397DeEFBCA75,223,0.41907020260422223,1.2272727272727273,22,1.01e+20
0x589D013c06B2d61A63E282246482BAf370f0eb54,113,1.8633456670491444,1.896551724137931,29,1.01e+20
0x58A526dAec210bB559C524aDdbA36d7fa30FF857,46,1.1547005383792515,2,24,7.4915743e+18
0x5942A927E9006d1Ee6FA0195f78844e917869971,20,2.9744991896725876,5.315789473684211,19,4.0441e+20
0x5A3B5c33D47e745C8C91e434E5bc8010ec022089,324,1.2403020438468935,1.5945945945945945,37,0
0x5B14c179E2d36d7E2ed32f72E14C670c9A27aCe1,161,1.4177253366980151,1.9074074074074074,54,5.1e+19
0x5B5E4fA120e3d6b1526dbbc09CDFabb0aB09EfAB,163,1.3143439428094916,1.85,20,1.01e+20
0x5BAEEFd7a3623Ee62AE301d045BE4346aaCB7776,63,2.247220505424423,2.5,20,1.01e+20
0x5Cb59e9b13835bdD2280a8e83630E2d970680610,4158,0,1,20,4.158e+13
0x5DeE629EAAaFAc25edE6c5241ff507F157594C49,45,1.4227560205030065,2.107142857142857,28,1.01e+20
0x5FaF3C3b5Acda7746b79e037CE31b95b05a10801,318,1.5918608694147531,1.732394366197183,71,1.0100000000000002e+20
0x5Fe4FFbdC8aeC86F0813a9094caCFa271bDc654f,208,0.7480352843974681,1.5789473684210527,19,1.01e+20
0x5a59F327923A46F818bb4E9f2bA6449A1290f5E5,101,1.60073679180682,1.7619047619047619,21,1.01e+20
0x5b0462bB50A0C4b051E26A01689F45F6Ed0ffAaB,26,1.1661903789690602,3.4,25,0
0x5b65e252648F4f60235BA405c6d391Bd3266Df42,241,1.2240359017973652,1.4583333333333333,24,1.51e+20
0x5cbA36E5045E6ee50876D009479A0CEaB433bb4e,254,1.4960565681813265,1.608695652173913,23,1.01e+20
0x5e242a0b76384cf96e5B0B80CAEc458da2F41851,137,1.440279173948038,1.9850746268656716,67,0
0x5eAD99Cf052f5228e591cF84EaF36D8Cd4f6d040,263,0.8620067027323833,1.4166666666666667,24,1.01e+20
0x5fAFAb98566678Fd696f09E59282120A3f2d1EC0,81,1.08240363688233,1.4615384615384615,26,1.01e+20
0x600C046FA8DF7b2Da27b09036C1357cDd65f9e19,845,0.6330530338504797,1.3478260869565217,23,1.01e+20
0x603CFb084834693CE6754A79Efaf5f58Fd484973,428,1.1348241508115922,1.6065573770491803,61,3.9514293343793216e+21
0x603eDe3Cf9B7F828133BA96Daa050b28D021d308,54,2.0596307998483305,3.943396226415094,53,0
0x604AB281b8fB21EcC73952A507D3214ebE8a7c2F,103,0.7714633558002354,1.411764705882353,34,1.01e+20
0x60E3F1FB93d2b2e9707C420A2Acb66D9c3eA7195,271,1.8294640678379568,2.2857142857142856,42,1.01e+20
0x60aF7DF47015BDf4f1D76d7cE18179B0D173DA45,45,1.8238390523532741,2.4166666666666665,24,1.01e+20
0x616260d1B90A7F9981C607a9EA1dE16017dE9c40,131,2.345503153174441,2.1578947368421053,19,1.01e+20
0x61bDa51A7fD3E07010Fba31498FA3a526750e175,23,2.047065262876636,6,21,200
0x626FC177968f2E5A7f09054B1d1ea5bB36e8EBe2,117,1.1570838237598051,1.5454545454545454,22,1.01e+20
0x62B1973c33E829D0a0970Abd34159F633Ec5eA82,331,0.9035079029052513,1.5714285714285714,21,1.51e+20
0x63148A69AE2B30D43E7D0890f37255F55f41eb9f,198,1.4995747696583583,1.9642857142857142,28,1.01e+20
0x632ebdb2A1172F3031F3791BCdaDDb06c63cb4b4,90,1.3669238185149832,1.8095238095238095,21,1.01e+20
0x64302e04bB9E21839A0DF6d85962f6D79f31177d,173,2.749545416973504,2.7,40,1.01e+20
0x643127d691e54616c1e1DA60388aAEC4cbb79f8E,99,1.4317337377616257,2.0526315789473686,19,1.01e+20
0x647827c95Aa383Bf9a1906F75428b4D3a8465594,282,0.9639547729448539,1.5609756097560976,82,5.1e+19
0x647fA4d33883C8c3E811cF5FBd8976A2cBF8C10A,70,2.944386209533598,3.185185185185185,27,1.01e+20
0x65c79D4f5754f7634f02c6caAfF5Db7d027Db49e,124,0.7766431633476234,1.3333333333333333,21,1.01e+20
0x662a44fB5740d2031228dce2e2DF66c49B850b6e,3368,0.9408510220552999,1.2797074954296161,547,0
0x6758D23c6c4cce0eF350836a982979219bAD23e6,93,1.5252504348102605,1.5833333333333333,24,1.01e+20
0x6775617BcF2c5e0A320b9A46E9b1E2cDe9d30112,111,2.588435821108957,2,20,1.01e+20
0x67A8E6c4A6D552A1bbBbACD0e132A7D5D6Dcb6Cb,45,2.6095976701399777,5.3,40,1.4313e+20
0x68A0e12f4De6B71741A51Cf3a28C12d2206c1D49,188,1.0910545357588686,1.64,25,1.0000042e+20
0x68eb3fAA0ff5556Af241cD1265009592970BcDe2,98,0.48989794855663565,1.4,20,1.01e+20
0x690405A9519e1FDC1ad51563f3b438Cf01f12F6f,168,1.8366447367111827,2.2916666666666665,24,1.01e+20
0x696A0A45Bbe29c7C5F722d7C6F2e63B4b8BF8036,264,2.3123644438080375,1.9861111111111112,72,1.01e+20
0x696Fd477cBDFDA4B58D3f5cd21ECc1f7Ea1Af431,372,0.4533462926098409,1.0851063829787233,47,0
0x696bEDFdbeEd3dd55BE9f685ec055509A909B688,134,1.178030178747903,1.5714285714285714,21,1.01e+20
0x69FB0527842Ef65f1cd5F955328077abCdC31644,164,1.6222142113076254,2,19,1.01e+20
0x6AC2b280eC4821C0852Fd76d23b51558611519F8,130,2.6025628394590847,2.066666666666667,45,1.51e+20
0x6Aca0D2fAd9B61a15266DfeF0BfBb097537725fd,53,0.4719377236769963,1.1063829787234043,47,0
0x6B086f693f1c59c89360590304F0Cab1b6718F13,132,2.2003636063160106,1.72,25,1.01e+20
0x6B4dF8ACBeeCEaa180a8cC3dAfa94624614834cC,103,1.1357816691600546,1.9,20,1.01e+20
0x6C99A54b4e7D201A28eE525c94F09ef5d6B679b1,33,2.60289209514709,3.9130434782608696,23,7.966021606749e+16
0x6D7a613334aEC631b97c12592E5B4847acbab1F8,170,2.3330035382286725,2.175438596491228,57,5.1e+19
0x6E023Dc371f75Ee772E4728bc00606F8bE594b8E,33,2.436698586202241,3.75,24,7.966021606749e+16
0x6E3852A5BbC3BdaCf6E1f2480e8d2e90aA8028be,126,0.3570714214271425,1.15,20,1.01e+20
0x6E4382F198979A598DC5CbEf188486CE9510ecb7,2223,2.4803153587291615,1.9340866290018832,531,1.024e+20
0x6EE8fEAf9C9b90d9F481E2319CDB96568d1d6DcB,248,1.3259087549545137,1.7391304347826086,23,1.01e+20
0x6EdE353F7F80706BECE13D0724d056c2a75dd2be,51,2.8632848269077247,6.04,50,5e+21
0x6F7d3E31dCf9768A766b51A1FaEE0b1C9263153f,131,1.65876047873182,1.7241379310344827,29,1.01e+20
0x6F850c685d15Ebb2016E23d2e059d15169B8dA49,177,0.5469634129164876,1.263157894736842,19,1.01e+20
0x6FB3B3598b45F6A2505795D10BAc3a0b0DF24A32,156,0.5384519993050035,1.2916666666666667,24,2.01e+20
0x6aCc361215DFd042633015F157E443f6195BDBc5,210,1.6812356332286889,1.9807692307692308,52,1.01e+20
0x6c496B6286c3128DbC2eF973993a81281bFA6BCC,143,2.247220505424423,2.5,30,1.0001e+22
0x6c92fd958b7B71bcd9a1ee9475615BE3a8896c1f,167,2.2845951501305435,2.325,40,7.3207555213443105e+19
0x6cAb4F417d038E65439d9B63992D20721B7d4c57,234,2.216879837297852,1.9076923076923078,65,1.01e+20
0x6cE23d9F1D905574872Efc3fD130fCE237ff379E,209,1.107925990308017,1.85,20,1.01e+20
0x6cb4ff1BC21A3dF2048F62836805D3d965572545,268,0.5486532677049005,1.3571428571428572,28,1.000950439e+21
0x6d2Dd760EBDADBa629B63C36369bec69eb03C489,43,2.8013389655662877,3.55,20,1.001e+21
0x6dA2877B7ec308D47698b8e7cbbD1A7ECBBaFF5c,130,1.051939144494025,1.5238095238095237,21,1.01e+20
0x6e7D3fed3F1Bc7176915B8AE9169C9F3FC787e32,371,1.0936905970543258,1.6296296296296295,27,1.0100000000000002e+20
0x6f42541161C94c15d4272485426C4a7d4a922fDF,139,1.6248076809271923,1.6,20,1.01e+20
0x6fDa742A13E5a2984B84903a71D4292f8926f3f4,41,0.5685969302905199,1.1944444444444444,36,0
0x707728998b5eABcC4AA98B8CaAaBAB76B84A2ED6,214,1.9107699146330168,2.375,24,1.0001e+22
0x70E0430f914464D6DE07a24145860B08d2dBD7Cf,44,2.2050141983504297,5.6976744186046515,43,2.095e+20
0x70c8D7A8BC1981bEa3AeB0FB45e38AF5a001e29c,50,2.8220061695293435,3.5238095238095237,21,5.1e+19
0x71077d6bd4F0Dda9a4DB59614E44754f9209872e,107,2.009957849198723,1.9583333333333333,24,1.01e+20
0x7156eaFb80E3BF9C3E6f88EBF1A1635b63811427,38,2.869354658999491,3.6296296296296298,27,0
0x71e31e0Fae3f1479cB11a69352Ee1044d629DF71,162,1.3888444437333105,1.9333333333333333,30,1.01e+20
0x727cE55Fe18f0d3ac51Fa16adBe1a318bE875cDd,93,0.4880851839734581,1.1578947368421053,19,1.01e+20
0x728D1E0E5414DC50e50dAEE9C7035C677cbC65CC,88,1.6626914735717173,1.8421052631578947,19,5.01e+20
0x72fd7C3548C12808F9F5553961D7E2C9dbB9715f,69,1.5246782981752685,2.262295081967213,61,9.964972551338038e+19
0x73477969215535e7a63Ed87C1C4D7FE43e1F36A3,80,1.6129012671438985,3.3896103896103895,77,1.6e+17
0x7369Bd970fa0bD34756df9A052F31C43E70a6fa2,181,1.4976833963009524,2.25,36,1.4011779164763143e+20
0x740157c9Bc080F474DDE6fd37C3F142058385AEB,135,1.5312319229346216,1.8095238095238095,21,1.01e+20
0x7414475F58164F0de0eE22987C76116Fa54954AB,24,2.871540821905803,5.434782608695652,23,2.5e+20
0x741Ba398a7722Ba0Fd7b36c3937c21951e1cB218,328,2.3941066998383604,2.4186046511627906,43,1.01e+20
0x747aDE3F3c29a3C94a828a316D4E9Bf15533A75B,132,0.8602325267042626,1.6,20,1.01e+20
0x74Ab4A7Be1b1E369959B10ADA722E1d20AFaf1E3,154,1.344043010064494,2,31,1.01e+20
0x75129B50f94e75a653D6A75D89353c516C11e2A3,268,0.7576936867835773,1.2894736842105263,38,1.01e+20
0x75391202d11B8004DdaD268663e0B724000A749c,28,2.4348859131694223,7.814814814814815,27,2.5061750916e+20
0x75A497F375d28F85bF83E3f7aAd7AfcBE07eFD68,111,2.4,2.2,20,1.01e+20
0x75E9889F3DEa8c319c41D7367d8701f3afE07a51,200,1.5920810978785667,2.0833333333333335,48,5.1e+19
0x760B711F91A4Fb5Fc586a1F1E7b5C2A725319176,233,2.9363620727393656,2.3333333333333335,75,1.01e+20
0x772749715dAAb7A180F31f187f2983dd969E1338,142,1.2649110640673518,1.8,25,1.01e+20
0x77B29a80bDaE9F869f0C772c7BB0BEBFC003c2A6,27,2.5161609168805534,3.0476190476190474,21,1.001e+21
0x786BAb3A8bab5C91Bc6aFF3550cFbd9d11577F25,140,2.40540414159935,2.2758620689655173,29,1.01e+20
0x786C90aC681B8bD55E4E2906f5044024322ccd28,21,2.08806130178211,4.8,20,2.83e+20
0x78aB30bAb660213D1b599652DCDa37Dd4e2816A3,181,2.23172789969623,1.5789473684210527,19,5.02e+20
0x7969eFc400a0b0a68029279B3E7AF8e437819b84,114,0.9334354691931998,1.8846153846153846,26,1.01e+20
0x7A4FD2fb0FCAf359ea2a3E1cca334Cd237deabE4,129,1.479019945774904,1.75,20,1.01e+20
0x7A6656F505bB57B25334f0F89521d74376E7A6Fa,238,1.8654281605632053,2.013333333333333,75,1.01e+20
0x7B00cAC9B094f775B7E2009e017c3600F06c944C,200,0.6249653730019956,1.631578947368421,38,0
0x7BC73B4C2e3fd34223c53EDc72198E54Fc0A2b18,293,2.513742056953709,1.8651685393258426,89,1.01e+20
0x7C2b756D17066aCfED599dAC9c4c7eEeDCC8FFD2,77,0.7315376902732007,1.5238095238095237,21,1.0009999999999999e+21
0x7C37C9795E4A69A06bbb548Db2344a0694b83Bf9,112,1.3314853305972125,1.736842105263158,19,1.01e+20
0x7C3Ea3f92F3aBcBb59f92033a3C22b0F572E4736,293,1.7182780155850728,2.0454545454545454,44,1.01e+20
0x7D3334De2a97De23F38e194eCDF0BF4352e0956E,125,1.3602997877179037,2.210526315789474,19,7.6e+19
0x7D7ce4e2CDFeA812b33F48f419860b91Cf9a141d,28,2.5488371161607786,3.8518518518518516,27,0
0x7EF5FB2BBC9cb069564c3acF2dEb1269425cf137,192,2.461421083439402,2.5625,32,5.1e+19
0x7F4fF92560cD4e8FEba244103562fd3f0c13Df24,156,0.9296590385608259,1.631578947368421,19,1.01e+20
0x7a4b78AEd5Ae4170321bc2B9EC605cF6C75dF066,113,0.9537935951882998,1.5833333333333333,24,1.01e+20
0x7a9c60D482E33c1a25fDC9054B536baC1A178d51,286,0.20829889522526548,1.0454545454545454,22,3.001e+21
0x7b2Cf7dE64e7D3A9C315cA195257105FCa721C20,257,2.280229370782575,1.894736842105263,38,1.01e+20
0x7b46Cd193EABFF2Cc6826E3E08BF513eee9D77e1,1284,2.2765420538946732,3.072841726618705,1112,0
0x7c17fC0896737AD244500706794FF5016D689670,112,1.3316315670580536,1.4761904761904763,21,1.01e+20
0x7c9b36D2f51e307f7F8Dde5713126d4941A0f123,141,0.724040533311189,1.3928571428571428,28,1.01e+20
0x7cf71f5bE6De56eEA574031d2c252056ccC6003d,49,1.5809411753762377,2.475,40,1.07751e+21
0x7d42747FF0De102Ea1078396b61Fbc64858b1672,40,2.8658845712025,4.054054054054054,37,1.118062209e+18
0x7e652Cde6077fcB46d7D4A6bED2c46060bd8Fad6,65,2.597742075127723,3.2083333333333335,24,1.01e+20
0x7eA9e6E4200861A1c9EBeCA0a21459e231cb22C3,133,0.7810249675906655,1.3,20,1.01e+20
0x7eD4d158688579eB184681C507Ec3B734d35AE9D,113,1.8257418583505538,2,27,1.01e+20
0x7f3B7d80F659510Dd49e261304527dbd90ECD24E,202,1.9737506453393054,1.7619047619047619,21,1.01e+20
0x7faF859982dB55444B3C2e9655e08535FbE4E298,149,2.8674417556808756,2.8333333333333335,24,1.01e+20
0x80fb531B5C345057452973286e0C96178b517435,111,1.1892854997854805,1.84,25,1.01e+20
0x8147dF504930433a93d319FAc3463FeDE6eDA956,123,2.8213471959331766,1.8,20,1.01e+20
0x82538515d459Ed96799bA48D14b40971eF77a843,104,0.21794494717703372,1.05,20,2.01e+20
0x8267D63a968f83c99a949a697bfe9e760dEbC122,172,1.5416651069344007,1.7894736842105263,38,1.01e+20
0x828717964B83D53FAA4f4Aa98aBbc36e7FceAA22,61,2.231851494138384,3.196078431372549,51,5.189800430466761e+19
0x8299163642C093076B431cb3D7cdE0Bfa73C1F69,336,0.8089038154802272,1.6037735849056605,53,0
0x830ab830Cb1F23D46653A439a69deA092832ebb6,22,1.840516231930596,6.25,20,200
0x835DDD52c9f4683Fb60f84745af20253e60D529F,36,1.675757519841735,3.142857142857143,35,0
0x83D4e0e767F1a561Fc523A243347D893656aAB90,247,2.1548036268672166,2.039473684210526,76,1.01e+20
0x83E018B35BF5130bB26032134E9A89eA8Adcd8C1,121,2.025357007027936,2.1153846153846154,26,1.01e+20
0x8426221c46aAE3B948ac1F14C131b141F8D34656,297,1.0454523047666737,1.619047619047619,21,1.01e+20
0x845A093cdD959a22a00977C04feFE6Fb4117bcf6,69,1.7440043711348308,1.894736842105263,19,1.01e+20
0x8476832352eC1Cf565AE48764B464eA95E30D63E,286,2.2797674580078016,3.309917355371901,242,0
0x84D9fDeB83Ab7369082628865938Fd35DCb0A77e,362,0.3570714214271425,1.15,20,1.01e+20
0x84Ebe0E823a87791615620e7eE624a9f73763150,101,1.954927349359681,2.122448979591837,49,1.01e+20
0x84af9e350b5429e26DBEB06F69bb69b7aa5882c0,61,1.5328803678768355,3.5166666666666666,60,0
0x84b05A8993fFF2F40D2C46D5Fb98B7E1F332FFeF,58,1.7113069358158484,2,28,1.01e+20
0x86090Fb464b95537311AEd99620133665248553F,180,0.7759356446042893,1.4705882352941178,34,1.01e+20
0x8679C971F419a4e219916cDC7fc906190b4dbaF9,133,0.8153649149910351,1.5789473684210527,19,2.01e+20
0x869f3163CC6f964a47B6847f5F6dAAe9Cd51F376,174,1.5816323447911307,2.4193548387096775,31,1.01e+20
0x86A5dD42d9F6665EC0dB1DF322FD3011854bB112,155,1.355261854357877,1.8571428571428572,21,1.01e+20
0x86DB7955E5CFE8B29d50025bDB80a586ac124B2c,135,2.3932798164387625,2.5217391304347827,23,1.01e+20
0x86e6ef7825D128c70cfE7cB6EFfD8378b2bDf717,387,0.39411349099844606,1.1923076923076923,26,0
0x8732FDCaf1b3E8B45F1E44541c9B74C8fd313456,245,1.5223889301782667,1.7804878048780488,82,5.1e+19
0x8763Cc2037CB80E4602E4E998d37a5dAa2067F8b,78,1.0056529562829943,1.5238095238095237,21,1.01e+20
0x87802e9ab73f77604162E94C76a50370FF5a3584,719,1.4769700210949768,1.4473684210526316,152,4.31e+19
0x885aDF76dBe0985115d60c5eAc2dd8098d98F7Ce,34,2.6407069760451147,2.4,30,0
0x887F3CEE1bEf7866985241DeedDeE6F11275355C,116,1.1985505569228192,1.53125,32,7.6e+19
0x888082b1537C832c3ED97f948803743CD7F5bEB0,132,1.0606601717798212,1.75,32,1.01e+20
0x88a2b695be0440CeE0294Df5d1C94ce1eD985221,140,1.0103434816193262,1.391304347826087,23,1.01e+20
0x892232a011a79E5028C5f5e2e62544d4aAc7E5C6,112,0.9011826549123062,1.7307692307692308,26,1.01e+20
0x89298e58Da7e5ab3357CCe0b0C145eA476738540,255,1.2824244525002284,1.9130434782608696,23,5.1e+19
0x893Aa0f5FA44F574eb82A5CdE4D7366143Ea06b5,223,1.6692110208415127,1.8611111111111112,36,1.01e+20
0x89680D5fb193abDf55f71Cc579a4736C75F32E56,155,1.8710495574091541,1.9090909090909092,55,1.01e+20
0x8A0333E3633Cd80b421e4E371032AA5952ed65F5,298,1.1577005448339588,1.5806451612903225,31,1.01e+20
0x8A820230F2A2714Fbd5Cdd9286290453C2790cD7,100,0.6781104593013224,1.4736842105263157,19,0
0x8ACe843c19eB74e248DE763715DBF71D8615f456,45,1.9868316486305526,2.55,20,1.01e+20
0x8Ac6fb3dE8282Aab650fdF199EDc2B3eF7Ec47BE,164,1.5915390139164274,1.8103448275862069,58,1.01e+20
0x8B367443ec0bE36Eba29e38A660291581f65CFB2,114,2.695423180587601,2.142857142857143,21,1.01e+20
0x8D8c53749Cb46C3094Eb387d47da2ae4B06803d1,93,2.372964905798073,5.868131868131868,91,1.094e+21
0x8D9F61f12Fd63074B864b35b5bB5E364bCfcA33f,82,2.535251466817444,2.35,20,1.01e+20
0x8DaA30e5b9A28237F8ed38fb25cbD40361Be416d,91,1.7134615295427968,1.8636363636363635,22,1.01e+20
0x8DeE6c732f0E420f0a14B3e481761E9603040616,43,0.5527707983925666,1.3333333333333333,24,4.3e+20
0x8E6a260603f5e7025E654EC97E82931205739f5D,30,1.3202889461432172,4.344827586206897,29,0
0x8E9F73897f675e16632375cA453D31f963831F44,211,1.9126075440008627,1.9873417721518987,79,1.01e+20
0x8Ed56290E3b7CBB3A17Bd399fD2A30dd25094e81,234,1.4833671399332156,1.8695652173913044,23,1.01e+20
0x8F8C0dac226ef54488efDd5999af94C14B0A620f,119,1.7652600857089655,2.27027027027027,37,1.01e+20
0x8FD90Ba7921b138d3CEA9230f2B9e9094Ee537A1,43,1.5,4.5,42,0
0x8a222A7e012ef5D5e197a7300d4D7e0cc57e58F7,91,2.939226642237354,3.230769230769231,39,1.01e+20
0x8acac0F267Ca8303b076697E917036B4Cad3451e,299,0.7655137765938701,1.391304347826087,23,1.8460336e+19
0x8acc8A7a7107040ad6f34fD7ae35Fc099df3380f,51,1.0753895038701158,1.7142857142857142,21,6.602506887350378e+18
0x8b0e4d52789EA0a86913b84203CAa3Bd070972CF,138,2.43099202430247,2.5833333333333335,24,1.1592e+18
0x8bB581F06Eb46D5cb01548b235A26026613eD6b5,169,1.4982983545287878,1.4285714285714286,21,2.01e+20
0x8bD1f16Eca54Bbb1fa29E285e20FB9C838304034,104,1.1826919846597899,1.6818181818181819,22,1.01e+20
0x8c73fc43ABC6bc04d2A035279Ea6b9Ef6Da03C89,173,1.7076591501943914,1.5238095238095237,21,1.51e+20
0x8c9eE2592E900Ad7371A0d971961B91E5628869e,231,0.5266343608235224,1.1875,32,1.01e+20
0x8caF1f59Fc291D1CAE3aD59C36D4B554E8753197,255,1.6577888553398135,1.5416666666666667,24,1.01e+20
0x8d76724bF476559fE9B8509fC910D4B9911De8c4,35,2.4129826371320187,2.8461538461538463,26,1.001e+21
0x8db670f3D18E16dA745e91bBe2064b61F8320270,712,2.9401774609643456,1.78839590443686,586,0
0x8e295011e8bB46140E64Fee160D2Ad7e605180F1,113,2.7398474022691706,2.096774193548387,31,1.01e+20
0x8e932ecb8E7F61AFA3b3A4487F8d368f34003104,300,1.287679951742535,1.6666666666666667,39,1.01e+20
0x902c08a61398920034482F06593798726318941d,258,0.4389855730355308,1.125,24,1.51e+20
0x9038D3796A9282BD715b7fB9FF268adaD46b61e3,253,0.5954583420518295,1.4736842105263157,19,1.01e+20
0x906475Dd8757Ba5Ef3884FBa931405959B667455,181,0.9761703679469163,1.6842105263157894,19,1.01e+20
0x90BF38f6CbDb8707B03f8f5D5C4438f4B8459B91,263,0.6055820990080052,1.2608695652173914,23,1.51e+20
0x913C49de7Ec3F187E08Ed5645A65b02e2fF79FE0,303,2.781991162169443,2.3229166666666665,96,1.01e+20
0x926e67AA6f7359C6Be97371e705EB7AD49Ec3Ae6,44,2.3570226039551585,2.6666666666666665,33,1.01e+20
0x92D17cb6ACbC18364639D57a2c59553788227997,111,0.6781104593013224,1.4736842105263157,19,1.01e+20
0x93a90Fbde0BB21134131f4a5B7Ef694BF64732D4,24,2.4898686678978676,3.1052631578947367,19,1.0100000000000002e+20
0x93e1016AF21E628afb9b0d0C7EaD495A5E096161,526,0.7272298954042584,1.676056338028169,71,0
0x946b4125092bAf4467c58c7362C7d467c7e1B16E,132,1.1698803519194532,1.608695652173913,23,1.01e+20
0x948748c4320e6eDeA4C4c29A7d961f6590110F14,245,2.211713653830562,1.8613861386138615,101,1.01e+20
0x94B3DcC5e69f4Cc5b2Aa034505A45Bc8F3f4823E,181,1.8600970236791412,1.90625,32,1.01e+20
0x94BdC7CfD1adE906dBd70C091f5d578Def0f4E94,57,2.638181191654584,4.2,20,1.001e+21
0x94a561F21a12B37C6Ba9B5483243dE0638a90682,1268,0.6709095531054198,1.3390410958904109,292,2.74201366158e+20
0x94b08A21358ED11188a6A9e043116F04433FC243,110,1.3838101587846345,1.7916666666666667,24,1.01e+20
0x94b283A6Ac9A743D245d6d4a63EB60B092C51288,92,1.8520909944877637,2.5945945945945947,37,1.01e+20
0x953Db6d409e38464f25506Ed4136bE4DDd565A37,117,0.3570714214271425,1.15,20,1.01e+20
0x959464f7D6E622832AF5317291C68C7971407829,145,0.911919526176637,1.5416666666666667,24,1.01e+20
0x95c8496eA1Aa9F6cD424261a89fB5c85e30Fe915,657,0.6994820569028157,1.3269230769230769,52,1.1432413135332877e+21
0x9636Da198D4648aEC75379884a917fD2D33f024B,189,0.4330127018922193,1.25,20,1.01e+20
0x96494766541d841D234a0E868Edce3b8b3ebd458,288,0.7310531960878115,1.4642857142857142,28,1.01e+20
0x967d44D482B82233c27EC0AbB953E9E7194322c1,268,2.90909639835716,2.0517241379310347,58,4.92340057840109e+20
0x96883181972F41F86a61922667486683021f14d8,214,1.1805994918393652,2.643192488262911,213,0
0x9699A9fCc36b91B2822921934c9D159fdb7CD945,84,1.2230473724865527,1.631578947368421,19,1.01e+20
0x97107E28f2D19608756B72bA75F96C0C64AfB882,34,0,1,21,0
0x973F1D1bd5E4906B8Fac7F5146D2Cd3c2f474b1d,2633,1.4973764075409075,1.8217391304347825,230,0
0x977EbC25fb3121904b97deE286e4200C68E94Ef5,30,2.2068982758613953,3.64,25,3.6128e+18
0x98245a4C964e41285544222b81D34FAf5a2Ac9E6,89,1.1263649767911945,1.6842105263157894,19,1.01e+20
0x98809767970397b90d8DfCf3E186B599999319Da,9852,1.4960959762713972,1.2890180878552973,7740,3.0002e+19
